age,breed,centreLocation,gender,hasPhoto,hasVideo,icon_childFriendly,icon_crossBreed,icon_dogFriendly,icon_gentleGiant,icon_hasBasicHousetraining,icon_hasMedicalNeeds,icon_livewire,icon_livingOffsite,icon_lovesCuddles,icon_lovesToysGames,icon_needsTraining,icon_smallButSparky,icon_strangerFriendly,icon_veryClever,icon_willWorkForFood,icon_youngAtHeart,isNewDog,name,numberOfPhotos,reserved
 '5 to 7 Years', 'Akita', 'Kenilworth', 'Male', true, false,,,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Theo', 5, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Bridgend', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,,,,,,,,,,, false, 'Tilly', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Salisbury', 'Male', true, false,,Crossbreed,,,,,,,,,,,,,,, true, 'Vince', 1, true
 '5 to 7 Years', 'Collie Cross (Border)', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,Living off site,,Loves toys/games,,,,Bright spark/very clever,,, false, 'Woody', 5, false
 '6 to 12 Months', 'A Crossbreed ', 'Merseyside', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,,Needs some training,,Stranger friendly,Bright spark/very clever,,, false, 'Woody', 5, false
 '2 to 5 Years', 'Pug ', 'Loughborough', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,,,, true, 'Winston', 2, false
 '6 to 12 Months', 'Whippet', 'Bridgend', 'Female', false, false,,,,,,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Winnie', 0, true
 '2 to 5 Years', 'Greyhound  ', 'Merseyside', 'Female', true, false,Child friendly (under 12 yrs),,,Gentle giant,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Tess', 3, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Evesham', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Willow', 5, false
 '8+ Years', 'Beagle  ', 'Salisbury', 'Female', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,,, false, 'Willow', 3, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Bridgend', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,,Small but sparky,,,,, true, 'Wilf', 3, true
 '2 to 5 Years', 'Collie Cross (Border)', 'Bridgend', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Whiskey', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Snetterton', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Teddy', 2, true
 '1 to 2 Years', 'Terrier Cross', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ted', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Trevor', 5, true
 '8+ Years', 'Terrier Cross', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,Young at heart, false, 'Theo', 4, false
 '6 to 12 Months', 'Jack Russell Terrier (JRT)', 'Merseyside', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,Stranger friendly,,,, true, 'Poppy', 2, true
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Tonks', 4, false
 '8+ Years', 'Collie Cross (Border)', 'Kenilworth', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,,,Loves toys/games,,,,,Loves treats/will work for food,, false, 'Tess', 5, false
 '2 to 5 Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,,,,,,,, false, 'Toby', 5, false
 '5 to 7 Years', 'Lurcher ', 'Merseyside', 'Male', true, true,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,,Needs some training,,Stranger friendly,Bright spark/very clever,,, false, 'Toby', 5, false
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Loughborough', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,,,, true, 'Tobias', 2, false
 '2 to 5 Years', 'Lurcher ', 'Loughborough', 'Male', true, false,,,Dog friendly,,,,Live wire,,,,,,,,,, true, 'Ted', 3, false
 '2 to 5 Years', 'Terrier: Lakeland  ', 'Darlington', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,Stranger friendly,,Loves treats/will work for food,, false, 'Tip', 5, false
 '8+ Years', 'Beagle  ', 'Snetterton', 'Female', false, false,,,Dog friendly,,,,,,,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, true, 'Tilly', 0, false
 '2 to 5 Years', 'Terrier Cross', 'Manchester', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ted', 5, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Evesham', 'Male', true, false,,,Dog friendly,,Has basic housetraining,,,,,,,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,Young at heart, true, 'Taylor', 1, true
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Glasgow', 'Male', true, true,,Crossbreed,,,Has basic housetraining,Medical needs,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,Young at heart, false, 'Tom', 4, false
 '2 to 5 Years', 'Shar-Pei  ', 'London (Harefield)', 'Female', false, false,,,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Tara', 0, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Tanner', 4, false
 '5 to 7 Years', 'Boxer  ', 'Bridgend', 'Female', true, true,,,,,,,,,,,,,,,Loves treats/will work for food,, false, 'Tallulah', 3, false
 '1 to 2 Years', 'German Shepherd Dog (GSD / Alsatian)', 'London (Harefield)', 'Male', true, false,,,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Taggart', 2, false
 '6 to 12 Months', 'Border Collie ', 'Loughborough', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,,, true, 'Taco', 2, false
 '1 to 2 Years', 'Lurcher ', 'Snetterton', 'Female', false, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, true, 'Sylvie', 0, false
 '5 to 7 Years', 'Greyhound  ', 'Shrewsbury', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,,, true, 'Wee Frosty', 5, false
 '2 to 5 Years', 'Siberian Husky  ', 'Bridgend', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Tizzy', 1, false
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Weasley', 4, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Bridgend', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Wally', 3, true
 '1 to 2 Years', 'A Crossbreed ', 'Ballymena (N.Ireland)', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Zed', 1, false
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Shrewsbury', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,,, true, 'Zea', 5, false
 '1 to 2 Years', 'Dobermann  ', 'Basildon', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Zeus', 5, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'Kenilworth', 'Female', true, false,,,,,,,,,,,Needs some training,,,,,, false, 'Zeta', 4, false
 '8+ Years', 'Boxer  ', 'Ilfracombe', 'Male', true, false,,Crossbreed,,Gentle giant,,,,,Especially likes cuddles,,,,Stranger friendly,,Loves treats/will work for food,Young at heart, true, 'Zeebo', 2, true
 '2 to 5 Years', 'Terrier Cross', 'Bridgend', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,,Small but sparky,,,Loves treats/will work for food,, false, 'Sybil', 3, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Shoreham', 'Male', true, true,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,,, false, 'Yoda', 5, false
 '5 to 7 Years', 'Whippet', 'Merseyside', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,, false, 'Yargo', 3, true
 '1 to 2 Years', 'Bearded Collie', 'Evesham', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,,,, false, 'Walter', 2, true
 '2 to 5 Years', 'Terrier Cross', 'Merseyside', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,Small but sparky,Stranger friendly,,,, false, 'Xavier', 3, true
 '5 to 7 Years', 'Lab Cross', 'Snetterton', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Toby', 1, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Kenilworth', 'Male', true, false,,,,,,,,,,,Needs some training,,,,,, false, 'Wootie-Blue', 3, true
 '8+ Years', 'A Crossbreed ', 'Shrewsbury', 'Male', true, true,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,,Young at heart, false, 'Will', 5, false
 '5 to 7 Years', '', 'Kenilworth', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Woody', 5, false
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Canterbury', 'Male', false, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,Especially likes cuddles,,,,Stranger friendly,,,, true, 'Vinnie', 0, false
 '2 to 5 Years', 'Staffordshire Bull Terrier (SBT)', 'Loughborough', 'Male', true, false,,Crossbreed,,,,,Live wire,,Especially likes cuddles,,Needs some training,,,,,, false, 'Vinnie', 4, false
 '2 to 5 Years', 'American Bulldog', 'West Calder', 'Male', true, false,,Crossbreed,,Gentle giant,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Vinnie', 5, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Loughborough', 'Male', true, true,,Crossbreed,,,,,,,,,Needs some training,,,,,Young at heart, true, 'Vincent', 2, false
 '8+ Years', 'A Crossbreed ', 'Shoreham', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Victoria', 2, true
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Loughborough', 'Male', true, true,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Vernon', 5, false
 '2 to 5 Years', 'Border Collie ', 'Evesham', 'Male', true, true,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Wrango', 5, false
 '8+ Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Uno', 4, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,,,,,Loves treats/will work for food,, true, 'Tyson', 1, false
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,Gentle giant,,,,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Tyson', 5, false
 '2 to 5 Years', 'Lurcher ', 'Basildon', 'Male', false, false,,Crossbreed,Dog friendly,Gentle giant,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Tom', 0, false
 '5 to 7 Years', 'A Crossbreed ', 'Salisbury', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ty', 5, false
 '5 to 7 Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Twister', 4, true
 '5 to 7 Years', 'Shih Tzu  ', 'Evesham', 'Female', true, false,,,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Tallulah', 4, false
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Tucker', 5, false
 '2 to 5 Years', 'Patterdale Terrier', 'Loughborough', 'Male', true, true,,,,,,,Live wire,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Tucker', 5, false
 '8+ Years', 'Collie Cross (Border)', 'Shrewsbury', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,Bright spark/very clever,,Young at heart, false, 'Tucker', 5, false
 '8+ Years', 'Staffordshire Cross (SBT)', 'Glasgow', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,,Young at heart, false, 'Troy', 3, false
 '5 to 7 Years', 'Lurcher ', 'Shrewsbury', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,,,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, false, 'Trixie', 5, false
 '2 to 5 Years', 'Lurcher ', 'Shrewsbury', 'Male', true, false,,Crossbreed,,,,,,,Especially likes cuddles,,,,,,,, false, 'Usher', 3, false
 '2 to 5 Years', 'Lab Cross', 'Shoreham', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Tigs', 5, false
 '6 to 12 Months', 'Staffordshire Cross (SBT)', 'Glasgow', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,,Needs some training,,Stranger friendly,,,, true, 'Tigger', 1, true
 '2 to 5 Years', 'A Crossbreed ', 'Salisbury', 'Male', true, true,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Tommy', 5, false
 '2 to 5 Years', 'Lurcher ', 'London (Harefield)', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,,, false, 'Tigger', 2, false
 '8+ Years', 'A Crossbreed ', 'Darlington', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,,,,,Loves treats/will work for food,, false, 'Tigger', 5, false
 '8+ Years', 'Pointer: German Wire Hr  ', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,,Needs some training,,,,Loves treats/will work for food,, false, 'Tiddles', 4, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Evesham', 'Male', true, false,,Crossbreed,,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Tumble', 5, false
 '5 to 7 Years', 'A Crossbreed ', 'Manchester', 'Female', true, true,,Crossbreed,,,,,,,Especially likes cuddles,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Tia', 5, false
 '2 to 5 Years', 'Greyhound  ', 'Canterbury', 'Male', true, true,,,,Gentle giant,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Vinnie', 4, true
 '1 to 2 Years', 'Chihuahua: Long Hr ', 'Salisbury', 'Male', true, false,,,,,,,,,,,Needs some training,,,Bright spark/very clever,,, true, 'Thor', 1, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Salisbury', 'Male', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Thomas', 5, false
 '0 to 6 Months', 'Lurcher ', 'West Calder', 'Male', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,,, true, 'Theodore', 1, true
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Tetley', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Manchester', 'Female', true, false,,Crossbreed,,Gentle giant,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,,,,, false, 'Zara', 5, false
 '5 to 7 Years', 'Jack Russell Terrier (JRT)', 'Glasgow', 'Male', true, true,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,, false, 'Teddy', 4, false
 '2 to 5 Years', 'Jack Russell Terrier (JRT)', 'Basildon', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,Small but sparky,,Bright spark/very clever,,, false, 'Teddy', 5, false
 '5 to 7 Years', 'Lurcher ', 'Kenilworth', 'Male', false, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Trigger', 0, false
 '8+ Years', 'Lab Cross', 'Bridgend', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,Loves toys/games,,,,,Loves treats/will work for food,, true, 'Tyke', 3, false
 '2 to 5 Years', 'Staffordshire Bull Terrier (SBT)', 'Darlington', 'Female', true, false,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, true, 'Tia', 2, true
 '5 to 7 Years', 'A Crossbreed ', 'Merseyside', 'Female', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,Has basic housetraining,,,,Especially likes cuddles,,,,Stranger friendly,,,Young at heart, true, 'Thyme', 3, false
 '5 to 7 Years', 'Lurcher ', 'Darlington', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, false, 'Trigger', 5, false
